Input Signal, Output Signal, Freq Scale, Mag Spec Input, Phase Spec Input, Impulse Resp, Freq Resp Mag, Freq Resp Phase, Mag Spec Out, Mag Phase Out
0.222565,-0.000172,16650.449775,-13.376630,-0.419098,-0.000000,-98.283310,0.000000,-5.865942,-1.175589,
0.236084,0.011049,16661.469265,-13.128617,-0.382831,-0.000000,-98.190086,0.000000,-11.009178,-1.332159,
0.249908,-0.000000,16672.488756,-13.592691,-0.389727,0.000000,-98.655975,0.000000,-12.683464,1.331916,
0.252319,0.000000,16683.508246,-13.334141,-0.394342,0.000000,-98.589195,0.000000,-10.574643,1.219358,
0.233276,-0.000042,16694.527736,-13.286131,-0.374469,0.000000,-98.861717,0.000000,-8.814741,1.008676,
0.187256,0.000697,16705.547226,-13.473856,-0.370387,0.000000,-98.960358,0.000000,-6.121941,0.382968,
0.112823,-0.000000,16716.566717,-13.374209,-0.382081,0.000000,-98.947952,0.000000,-7.932010,-0.522978,
0.018646,0.000000,16727.586207,-13.525577,-0.437212,0.000000,-98.992409,0.000000,-15.119726,0.030478,
-0.077301,-0.000010,16738.605697,-13.345981,-0.394033,0.000000,-99.037193,0.000000,-12.736985,-0.343252,
-0.150665,-0.000455,16749.625187,-13.282111,-0.398929,-0.000000,-99.160156,0.000000,-15.290091,-0.712426,
-0.181824,0.013345,16760.644678,-13.320138,-0.389896,-0.000000,-99.432320,0.000000,-22.600283,-0.349303,
-0.164948,0.000000,16771.664168,-13.650006,-0.415331,-0.000000,-99.795334,0.000000,-19.333691,0.028020,
-0.109619,-0.000004,16782.683658,-13.161108,-0.412328,-0.000000,-99.874092,0.000000,-23.706114,-0.146578,
-0.032379,0.000003,16793.703148,-13.262310,-0.361335,-0.000000,-100.118668,0.000000,-21.717798,-0.804613,
0.050842,-0.016394,16804.722639,-13.533777,-0.404275,0.000000,-99.962395,0.000000,-21.394827,-0.244348,
0.127838,0.000000,16815.742129,-13.335776,-0.375916,0.000000,-100.055832,0.000000,-28.755161,-1.265129,
0.193604,-0.000000,16826.761619,-13.442498,-0.378415,0.000000,-100.093300,0.000000,-28.065115,1.049966,
0.246277,-0.000035,16837.781109,-13.356970,-0.359483,0.000000,-99.967819,0.000000,-15.117529,1.482305,
0.285400,-0.001453,16848.800600,-13.486655,-0.418774,-0.000000,-100.295944,0.000000,-13.641775,0.733792,
0.305786,0.000000,16859.820090,-13.521621,-0.408609,-0.000000,-100.673637,0.000000,-11.126127,0.561206,
0.299835,0.000000,16870.839580,-13.204641,-0.399827,-0.000000,-100.912827,0.000000,-11.474257,0.226807,
0.260956,0.000014,16881.859070,-13.799061,-0.368458,-0.000000,-101.027412,0.000000,-10.256348,0.104579,
0.189362,-0.001464,16892.878561,-13.129706,-0.390381,0.000000,-100.800919,0.000000,-9.283104,-0.254849,
0.093109,-0.000000,16903.898051,-13.561251,-0.393183,0.000000,-100.896484,0.000000,-10.585580,-1.286858,
-0.012909,-0.000000,16914.917541,-13.283929,-0.340962,-0.000000,-101.014893,0.000000,-14.673532,0.916728,
-0.114319,0.000014,16925.937031,-13.482333,-0.360464,-0.000000,-100.667572,0.000000,-8.780168,-0.278736,
-0.199371,-0.000363,16936.956522,-13.245612,-0.385425,0.000000,-101.140282,0.000000,-10.062692,-0.664420,
-0.264465,-0.012127,16947.976012,-13.188229,-0.373603,0.000000,-101.831192,0.000000,-11.584428,-0.847761,
-0.303467,0.000000,16958.995502,-13.453455,-0.394291,0.000000,-101.881889,0.000000,-10.757648,-1.129025,
-0.310242,0.000002,16970.014993,-13.403328,-0.364567,0.000000,-102.348160,0.000000,-12.742786,-1.505151,
-0.282166,0.000035,16981.034483,-13.562662,-0.368657,0.000000,-101.966484,0.000000,-11.887081,0.893769,
-0.225647,-0.006299,16992.053973,-13.325783,-0.367503,0.000000,-102.202644,0.000000,-21.192308,-0.541928,
-0.149109,0.000000,17003.073463,-13.573966,-0.352834,0.000000,-102.343666,0.000000,-31.074516,0.000000,
-0.062469,0.000000,17014.092954,-13.688873,-0.386438,0.000000,-101.556015,0.000000,-21.954262,0.371945,
0.024445,0.000020,17025.112444,-13.687493,-0.359371,0.000000,-101.770416,0.000000,-24.096848,0.608469,
0.100769,-0.000744,17036.131934,-13.921860,-0.378570,-0.000000,-102.407158,0.000000,-21.917385,-0.376937,
0.157074,0.000000,17047.151424,-13.822529,-0.367080,-0.000000,-103.133980,0.000000,-18.362041,-0.185611,
0.188812,-0.000000,17058.170915,-13.676538,-0.372264,-0.000000,-103.204063,0.000000,-20.228561,-0.228209,
0.200470,0.000011,17069.190405,-13.541525,-0.350654,0.000000,-103.102806,0.000000,-15.675212,0.368068,
0.203064,0.000307,17080.209895,-13.420184,-0.374746,0.000000,-102.756165,0.000000,-12.698430,-0.096141,
0.207306,0.093472,17091.229385,-13.634128,-0.390546,0.000000,-103.006302,0.000000,-13.685316,-0.556380,
0.218811,-0.000000,17102.248876,-13.041237,-0.373935,0.000000,-102.883942,0.000000,-10.206740,0.160094,
0.238098,0.000006,17113.268366,-13.584598,-0.372546,0.000000,-102.995392,0.000000,-6.284352,-0.784172,
0.261871,-0.000014,17124.287856,-13.413314,-0.334133,0.000000,-103.421257,0.000000,-7.994450,-1.472325,
0.280212,0.003206,17135.307346,-13.436153,-0.358179,-0.000000,-104.453590,0.000000,-10.286205,1.505798,
0.279724,-0.000000,17146.326837,-13.273143,-0.362939,-0.000000,-104.730072,0.000000,-12.667543,1.371572,
0.247314,0.000001,17157.346327,-13.453357,-0.338998,-0.000000,-104.173904,0.000000,-11.124183,1.153816,
0.179810,0.000017,17168.365817,-13.611389,-0.367334,-0.000000,-104.693497,0.000000,-9.378009,1.220291,
0.087402,0.000262,17179.385307,-13.471855,-0.341442,-0.000000,-104.011620,0.000000,-2.421636,-1.531402,
-0.008606,-0.000000,17190.404798,-13.519864,-0.363158,-0.000000,-104.299477,0.000000,5.686586,-0.182958,
-0.087158,-0.000000,17201.424288,-13.646268,-0.364113,-0.000000,-103.761391,0.000000,-3.556904,1.333245,
-0.133057,-0.000005,17212.443778,-13.717193,-0.342063,-0.000000,-104.738678,0.000000,-8.307475,1.070874,
-0.141296,0.001011,17223.463268,-13.311222,-0.314457,0.000000,-104.099388,0.000000,-11.050485,0.567795,
-0.114807,-0.001099,17234.482759,-13.583316,-0.370751,0.000000,-105.289986,0.000000,-12.238732,0.840823,
-0.065399,0.000000,17245.502249,-13.427086,-0.381604,0.000000,-104.960945,0.000000,-22.039156,1.088049,
-0.004761,-0.000010,17256.521739,-13.619474,-0.366027,-0.000000,-105.564728,0.000000,-18.438438,1.263137,
0.058533,0.000472,17267.541229,-13.547050,-0.334338,-0.000000,-104.828110,0.000000,-15.342522,1.475827,
0.119598,-0.002773,17278.560720,-13.572715,-0.306382,-0.000000,-106.037415,0.000000,-19.425053,1.527614,
0.176392,-0.000000,17289.580210,-13.295186,-0.389998,-0.000000,-105.054428,0.000000,-14.358152,-1.276536,
0.226288,-0.000001,17300.599700,-13.754873,-0.328432,0.000000,-105.892181,0.000000,-9.542413,-1.514747,
0.260895,0.000035,17311.619190,-13.438370,-0.357029,0.000000,-105.390938,0.000000,-9.039116,-0.775149,
0.269135,0.002828,17322.638681,-13.835515,-0.360842,0.000000,-105.831192,0.000000,4.305263,-0.040991,
0.244202,-0.000000,17333.658171,-13.634522,-0.353276,0.000000,-105.949806,0.000000,-17.332245,1.413645,
0.188446,0.000000,17344.677661,-13.446778,-0.343642,0.000000,-106.782043,0.000000,-6.339077,0.094974,
0.111450,-0.000010,17355.697151,-13.301778,-0.337957,0.000000,-106.116531,0.000000,-8.892182,-0.392049,
0.022888,0.000984,17366.716642,-13.287019,-0.333095,0.000000,-106.931068,0.000000,-9.889327,-0.654073,
-0.069275,-0.000000,17377.736132,-13.510950,-0.348197,0.000000,-106.010315,0.000000,-16.140375,-1.429351,
-0.158203,0.000000,17388.755622,-13.573971,-0.374714,0.000000,-107.038307,0.000000,-21.744276,-1.437272,
-0.233490,-0.000008,17399.775112,-13.436715,-0.372459,0.000000,-106.460243,0.000000,-35.906708,0.000000,
-0.285767,-0.000123,17410.794603,-13.771650,-0.349023,0.000000,-107.046631,0.000000,-25.428410,-1.157342,
-0.309204,0.020851,17421.814093,-13.272313,-0.338596,0.000000,-106.484779,0.000000,-21.593920,-1.457301,
-0.302277,0.000000,17432.833583,-13.132553,-0.336860,0.000000,-108.147499,0.000000,-19.307484,1.012037,
-0.263550,-0.000005,17443.853073,-13.730899,-0.344379,0.000000,-107.213791,0.000000,-15.953131,0.684497,
-0.196411,0.000058,17454.872564,-13.607005,-0.349138,-0.000000,-107.988358,0.000000,-15.669343,0.416920,
-0.108673,0.000818,17465.892054,-13.653214,-0.402178,-0.000000,-107.049301,0.000000,-16.733585,-0.090698,
-0.016541,0.000000,17476.911544,-13.700569,-0.376396,0.000000,-108.075417,0.000000,-21.037130,-0.230380,
0.065063,-0.000001,17487.931034,-13.574205,-0.304277,0.000000,-107.542747,0.000000,-33.097778,0.000000,
0.125732,0.000006,17498.950525,-14.070220,-0.371335,0.000000,-108.363785,0.000000,-22.731321,1.095566,
0.163696,0.000128,17509.970015,-13.534812,-0.335257,0.000000,-107.203423,0.000000,-15.698190,1.360332,
0.182037,0.000000,17520.989505,-13.709879,-0.294785,-0.000000,-108.200821,0.000000,-15.500860,1.051625,
0.185883,-0.000000,17532.008996,-13.509835,-0.342909,-0.000000,-108.930489,0.000000,-13.341625,0.961656,
0.183838,0.000000,17543.028486,-13.773094,-0.354555,-0.000000,-109.635605,0.000000,-10.729157,0.752868,
0.185394,-0.000642,17554.047976,-14.007723,-0.319870,-0.000000,-108.542801,0.000000,-8.905815,0.597394,
0.197510,-0.030147,17565.067466,-13.411092,-0.317811,-0.000000,-109.784698,0.000000,-7.468436,0.109027,
0.219330,0.000000,17576.086957,-13.560385,-0.356905,-0.000000,-108.110680,0.000000,-6.743419,-0.092041,
0.238342,0.000005,17587.106447,-13.632826,-0.311425,-0.000000,-109.444000,0.000000,-6.008774,-0.611108,
0.237335,-0.000423,17598.125937,-13.514892,-0.350121,-0.000000,-108.525177,0.000000,-14.441215,0.896956,
0.202545,0.012379,17609.145427,-13.342293,-0.329939,-0.000000,-108.982590,0.000000,5.236094,-1.077026,
0.132233,0.000000,17620.164918,-13.447600,-0.339751,-0.000000,-110.315269,0.000000,-15.345985,-0.653840,
0.036163,0.000000,17631.184408,-13.345720,-0.328860,0.000000,-110.898888,0.000000,-11.875930,1.529216,
-0.068085,-0.000054,17642.203898,-13.706630,-0.294901,0.000000,-108.957298,0.000000,-17.318375,-1.247641,
-0.161041,-0.000213,17653.223388,-13.381942,-0.363362,0.000000,-110.034554,0.000000,-15.473869,-0.772822,
-0.226898,0.000000,17664.242879,-13.387620,-0.307793,0.000000,-110.653900,0.000000,-14.955186,-1.073914,
-0.257507,-0.000000,17675.262369,-13.297388,-0.326381,-0.000000,-110.996696,0.000000,-14.787697,-1.025762,
-0.253571,0.000000,17686.281859,-13.885425,-0.303767,-0.000000,-111.366425,0.000000,-13.300354,-0.631141,
-0.223267,-0.000544,17697.301349,-13.978488,-0.311716,-0.000000,-109.495003,0.000000,-9.933933,-1.192270,
-0.175507,-0.000011,17708.320840,-13.276317,-0.329028,0.000000,-110.968361,0.000000,-6.883384,-1.107638,
-0.115906,0.000000,17719.340330,-13.920008,-0.325482,0.000000,-111.995064,0.000000,-5.264081,-1.416639,
-0.044678,0.000004,17730.359820,-13.465518,-0.362843,0.000000,-110.425461,0.000000,-0.360706,1.274209,
0.033630,0.000018,17741.379310,-13.475468,-0.320741,-0.000000,-111.413994,0.000000,4.917853,-0.903361,
0.107880,-0.022392,17752.398801,-13.485881,-0.314030,-0.000000,-111.385437,0.000000,-1.671320,0.569561,
0.163635,-0.000000,17763.418291,-13.448807,-0.322588,-0.000000,-111.016296,0.000000,-23.921257,1.124730,
0.192535,0.000004,17774.437781,-13.993919,-0.317120,-0.000000,-112.724861,0.000000,-16.065615,-1.235042,
0.193237,-0.000099,17785.457271,-13.798769,-0.294777,0.000000,-110.614296,0.000000,-12.366771,-0.977203,
0.166138,-0.000761,17796.476762,-13.731426,-0.336273,0.000000,-111.501091,0.000000,-8.726026,-1.530648,
0.111633,-0.000000,17807.496252,-13.865901,-0.317249,0.000000,-112.567162,0.000000,-6.070392,1.160304,
0.036285,0.000001,17818.515742,-13.858388,-0.283512,0.000000,-111.662819,0.000000,-5.902246,0.312815,
-0.050354,-0.000024,17829.535232,-14.026930,-0.322503,-0.000000,-112.928535,0.000000,-16.343418,-0.948602,
-0.138672,-0.000112,17840.554723,-13.186016,-0.311936,-0.000000,-112.693481,0.000000,-16.045860,0.322766,
-0.220459,-0.000000,17851.574213,-13.704418,-0.311226,0.000000,-113.271179,0.000000,-19.229301,-0.195078,
-0.288452,0.000000,17862.593703,-13.625484,-0.317444,0.000000,-113.691551,0.000000,-39.838631,0.000000,
-0.334320,0.000001,17873.613193,-13.367298,-0.353200,0.000000,-111.971809,0.000000,-15.315369,0.930140,
-0.350647,0.000258,17884.632684,-13.913141,-0.318269,0.000000,-112.398430,0.000000,-14.756605,0.534240,
-0.330109,-0.033601,17895.652174,-13.743917,-0.332601,-0.000000,-113.799736,0.000000,-12.755102,0.196435,
-0.274872,-0.000000,17906.671664,-13.890673,-0.291441,-0.000000,-111.017708,0.000000,-15.925939,-0.299549,
-0.195587,-0.000002,17917.691154,-13.558845,-0.326476,-0.000000,-114.932961,0.000000,-16.412815,-1.140824,
-0.106506,0.000309,17928.710645,-13.586940,-0.286813,-0.000000,-114.589668,0.000000,-17.732170,0.606456,
-0.020599,-0.013994,17939.730135,-13.961211,-0.295030,0.000000,-114.409584,0.000000,-11.575660,-1.385913,
0.051849,-0.000000,17950.749625,-13.712362,-0.310018,0.000000,-116.312073,0.000000,-13.488540,0.074155,
0.103302,0.000000,17961.769115,-13.882077,-0.302997,0.000000,-113.001305,0.000000,-16.826777,-1.437407,
0.132660,0.000041,17972.788606,-13.377902,-0.358047,-0.000000,-114.900787,0.000000,-16.203573,0.926100,
0.146667,-0.001222,17983.808096,-13.655329,-0.324581,-0.000000,-114.721169,0.000000,-18.081150,0.554670,
0.155609,-0.000000,17994.827586,-13.495030,-0.318557,-0.000000,-112.802803,0.000000,-12.431417,0.346000,
0.171173,0.000000,18005.847076,-13.739732,-0.318817,-0.000000,-112.937859,0.000000,-1.491226,0.858950,
0.199982,0.000003,18016.866567,-14.406380,-0.340927,0.000000,-116.090370,0.000000,3.718081,-0.723428,
0.239166,0.000229,18027.886057,-13.531219,-0.278987,0.000000,-116.150047,0.000000,3.174331,0.019839,
0.275177,0.004643,18038.905547,-13.518003,-0.303625,0.000000,-117.335831,0.000000,-5.319652,-0.782224,
0.292664,-0.000000,18049.925037,-13.825113,-0.269363,0.000000,-113.994011,0.000000,-8.404378,-1.133400,
0.279694,-0.000001,18060.944528,-13.308139,-0.274535,-0.000000,-114.580223,0.000000,-14.212484,-1.293093,
0.229706,0.000056,18071.964018,-13.357035,-0.298056,-0.000000,-115.631958,0.000000,-16.529831,0.767670,
0.147949,0.012852,18082.983508,-13.721561,-0.320192,-0.000000,-113.494179,0.000000,-22.673891,-1.139140,
0.050415,0.000000,18094.002999,-13.425637,-0.281015,0.000000,-114.654778,0.000000,-18.234562,-1.099180,
-0.041779,-0.000003,18105.022489,-13.470581,-0.244179,0.000000,-114.169807,0.000000,-18.464993,-1.532622,
-0.113129,0.000095,18116.041979,-14.064233,-0.287224,0.000000,-119.078316,0.000000,-15.798252,-1.171814,
-0.157928,-0.000136,18127.061469,-13.603632,-0.309894,0.000000,-118.506760,0.000000,-13.910184,-1.006023,
-0.177643,0.000000,18138.080960,-13.580176,-0.292758,-0.000000,-115.828720,0.000000,-8.560223,-1.492512,
-0.173920,-0.000001,18149.100450,-13.964396,-0.275702,-0.000000,-115.817635,0.000000,2.747328,-0.863466,
-0.146667,0.000034,18160.119940,-13.884777,-0.266395,-0.000000,-118.315430,0.000000,-1.152002,-0.404913,
-0.097076,-0.000199,18171.139430,-13.584791,-0.276163,-0.000000,-117.054375,0.000000,-11.081677,1.132150,
-0.028931,-0.000000,18182.158921,-13.618871,-0.284755,-0.000000,-115.637802,0.000000,-6.251159,0.436395,
0.047943,-0.000000,18193.178411,-13.616020,-0.295073,0.000000,-116.348389,0.000000,-6.780991,0.153646,
0.122925,0.000001,18204.197901,-13.885790,-0.266623,0.000000,-118.812912,0.000000,-6.095552,-0.339149,
0.188904,-0.000098,18215.217391,-13.916131,-0.308787,0.000000,-118.861076,0.000000,-6.238399,-0.602692,
0.237885,0.022812,18226.236882,-13.660667,-0.289874,0.000000,-118.052986,0.000000,-9.726810,-1.040933,
0.259247,-0.000000,18237.256372,-13.656182,-0.270809,-0.000000,-116.377136,0.000000,-11.729709,-1.204855,
0.245728,0.000000,18248.275862,-13.682484,-0.276895,-0.000000,-119.123161,0.000000,-14.324859,-1.345891,
0.200928,-0.000162,18259.295352,-13.649458,-0.307743,-0.000000,-120.182228,0.000000,-18.888702,-1.109120,
0.130280,0.009921,18270.314843,-14.018659,-0.278552,-0.000000,-115.598671,0.000000,-21.778797,-1.546687,
0.041016,0.000000,18281.334333,-13.411325,-0.289159,0.000000,-116.930115,0.000000,-14.745960,-0.803184,
-0.061462,-0.000000,18292.353823,-13.834332,-0.274282,0.000000,-119.108604,0.000000,-14.044627,-0.194800,
-0.168549,-0.000029,18303.373313,-13.329343,-0.237145,0.000000,-118.135635,0.000000,-5.000619,0.525398,
-0.267181,0.001965,18314.392804,-13.812528,-0.243563,0.000000,-117.454407,0.000000,-8.393836,-0.204900,
-0.344238,0.000000,18325.412294,-13.728456,-0.242188,-0.000000,-118.200439,0.000000,-9.751034,-0.541146,
-0.388855,-0.000000,18336.431784,-13.610222,-0.287810,-0.000000,-121.236755,0.000000,-13.875329,-0.626497,
-0.395325,0.000001,18347.451274,-13.663196,-0.253948,-0.000000,-122.734543,0.000000,-13.447373,-1.178054,
-0.364319,0.000030,18358.470765,-13.893470,-0.249016,-0.000000,-117.192566,0.000000,-14.932041,-0.533707,
-0.304016,0.009496,18369.490255,-13.875662,-0.263890,0.000000,-119.854347,0.000000,-13.980311,-0.468779,
-0.222260,0.000000,18380.509745,-13.533997,-0.229754,0.000000,-119.216476,0.000000,-12.965618,-0.975113,
-0.130554,-0.000001,18391.529235,-14.041788,-0.242318,0.000000,-119.997696,0.000000,-11.831113,-0.283581,
-0.044617,-0.000055,18402.548726,-13.815225,-0.267332,-0.000000,-120.466087,0.000000,-8.546622,-0.475463,
0.023010,-0.004892,18413.568216,-13.718930,-0.213718,-0.000000,-118.074226,0.000000,-6.891265,-0.815183,
0.069458,0.000000,18424.587706,-13.562523,-0.209017,-0.000000,-127.461304,0.000000,0.563862,-0.433388,
0.101196,0.000001,18435.607196,-13.825238,-0.254971,-0.000000,-125.067795,0.000000,-2.881198,0.124434,
0.128265,-0.000080,18446.626687,-13.467141,-0.275579,0.000000,-117.805168,0.000000,-10.805565,1.371416,
0.161377,0.001240,18457.646177,-13.322080,-0.262117,0.000000,-119.977875,0.000000,-8.180959,0.913066,
0.206757,-0.000000,18468.665667,-13.857473,-0.243583,0.000000,-122.815033,0.000000,-10.114940,0.703585,
0.260651,0.000001,18479.685157,-13.677495,-0.242340,-0.000000,-121.243950,0.000000,-9.717268,0.087312,
0.312775,-0.000032,18490.704648,-13.896904,-0.248981,-0.000000,-117.095245,0.000000,-15.883686,0.255982,
0.347565,0.000560,18501.724138,-13.524997,-0.273824,-0.000000,-119.288445,0.000000,-25.267849,0.212123,
0.349731,0.000373,18512.743628,-13.968138,-0.251799,-0.000000,-128.877441,0.000000,-22.918394,0.872193,
0.310516,0.000000,18523.763118,-13.651766,-0.198912,0.000000,-126.927994,0.000000,-19.134993,1.359159,
0.236542,-0.000002,18534.782609,-13.714410,-0.239188,0.000000,-120.598000,0.000000,-14.936749,1.487959,
0.146179,0.000004,18545.802099,-13.864876,-0.239101,0.000000,-120.637894,0.000000,-15.566332,1.126601,
0.056274,-0.010491,18556.821589,-13.649602,-0.228632,0.000000,-125.158615,0.000000,-13.818531,0.702936,
-0.025818,0.000000,18567.841079,-13.604032,-0.247349,0.000000,-123.030701,0.000000,-14.881724,0.513453,
-0.093994,0.000000,18578.860570,-13.217305,-0.260586,-0.000000,-123.137436,0.000000,-19.829538,0.884314,
-0.140289,0.000077,18589.880060,-13.679467,-0.239870,-0.000000,-119.912834,0.000000,-18.470968,0.575621,
-0.160919,-0.007057,18600.899550,-14.135306,-0.247131,0.000000,-123.203468,0.000000,-23.165260,1.409274,
-0.154572,0.000000,18611.919040,-13.857837,-0.252555,0.000000,-119.831177,0.000000,-19.042635,-1.460038,
-0.123169,0.000000,18622.938531,-13.823036,-0.262803,0.000000,-123.982887,0.000000,-14.235221,1.402300,
-0.068878,0.000010,18633.958021,-14.145242,-0.268861,-0.000000,-122.979286,0.000000,-11.319209,1.340228,
0.003265,-0.001718,18644.977511,-14.121865,-0.232107,-0.000000,-123.140335,0.000000,-9.998797,1.263362,
0.084808,-0.000000,18655.997001,-13.583644,-0.173662,-0.000000,-124.469971,0.000000,-7.255601,0.896891,
0.164368,0.000000,18667.016492,-13.743309,-0.267655,0.000000,-123.823463,0.000000,-6.199814,0.595301,
0.231110,-0.000002,18678.035982,-13.797025,-0.252739,0.000000,-121.775543,0.000000,-7.322522,0.297499,
0.275818,-0.000128,18689.055472,-14.044863,-0.274341,0.000000,-125.147278,0.000000,-6.427685,-0.052481,
0.293732,-0.004709,18700.074963,-13.962323,-0.211719,0.000000,-123.992805,0.000000,-12.121148,-0.506987,
0.282166,-0.000000,18711.094453,-13.790923,-0.228463,-0.000000,-127.697235,0.000000,0.457829,0.506388,
0.240356,0.000001,18722.113943,-13.654159,-0.217705,-0.000000,-123.339668,0.000000,1.420238,0.940592,
0.168732,0.000014,18733.133433,-13.734360,-0.221968,-0.000000,-124.090935,0.000000,-9.122060,-1.497792,
0.073944,0.001530,18744.152924,-13.948760,-0.238801,-0.000000,-130.696289,0.000000,-14.094074,1.220134,
-0.032074,-0.000000,18755.172414,-13.979836,-0.252770,-0.000000,-120.374321,0.000000,-16.325144,1.415956,
-0.136841,-0.000000,18766.191904,-13.715476,-0.201421,0.000000,-121.257706,0.000000,-20.651888,-1.346089,
-0.228455,0.000054,18777.211394,-14.032300,-0.204707,0.000000,-123.395386,0.000000,-20.498606,-1.026783,
-0.296783,-0.001926,18788.230885,-13.982137,-0.250215,0.000000,-120.308777,0.000000,-19.602676,-1.114078,
-0.334229,-0.000000,18799.250375,-13.136198,-0.218732,-0.000000,-127.377243,0.000000,-14.274630,-0.755393,
-0.337097,-0.000000,18810.269865,-13.897610,-0.221979,-0.000000,-127.671570,0.000000,-14.956402,-1.368779,
-0.305603,0.000025,18821.289355,-13.584861,-0.211069,-0.000000,-123.095329,0.000000,-9.270644,1.345833,
-0.246399,-0.000726,18832.308846,-13.731266,-0.234122,-0.000000,-119.801399,0.000000,-5.643095,1.161011,
-0.171722,-0.008127,18843.328336,-13.886114,-0.189584,0.000000,-127.928131,0.000000,3.426710,0.372693,
-0.099365,-0.000000,18854.347826,-14.167936,-0.283206,0.000000,-124.928749,0.000000,2.348821,1.153600,
-0.042725,0.000002,18865.367316,-13.751095,-0.243840,0.000000,-128.478668,0.000000,-2.655476,-0.447238,
-0.006653,0.000006,18876.386807,-14.032447,-0.241645,0.000000,-129.370758,0.000000,-11.738151,-0.055233,
0.011688,0.002147,18887.406297,-14.131440,-0.222092,0.000000,-127.283211,0.000000,-16.424799,-0.078178,
0.022980,-0.000000,18898.425787,-13.431252,-0.256754,-0.000000,-122.784828,0.000000,-13.913079,-0.471667,
0.042938,-0.000000,18909.445277,-13.606427,-0.189442,-0.000000,-134.309708,0.000000,-12.972078,-1.118140,
0.083618,-0.000020,18920.464768,-14.077892,-0.218112,-0.000000,-123.480057,0.000000,-11.795992,0.735260,
0.143127,0.004043,18931.484258,-14.073260,-0.295181,-0.000000,-123.404366,0.000000,-12.322670,-0.865167,
0.205597,-0.000000,18942.503748,-14.357996,-0.173447,0.000000,-127.287659,0.000000,-24.399122,-0.454185,
0.252899,-0.000000,18953.523238,-14.025365,-0.226197,0.000000,-123.529335,0.000000,-18.305431,-1.219244,
0.270782,0.000001,18964.542729,-13.677076,-0.206948,-0.000000,-125.597115,0.000000,-17.272535,0.939242,
0.253662,0.001136,18975.562219,-14.096195,-0.239109,-0.000000,-121.347015,0.000000,-13.345442,0.088852,
0.204620,-0.002787,18986.581709,-14.069345,-0.230695,-0.000000,-129.960571,0.000000,-16.802109,-0.289553,
0.130646,-0.000000,18997.601199,-13.754850,-0.220590,-0.000000,-122.558983,0.000000,-16.379164,-0.736535,
0.041870,0.000003,19008.620690,-13.332169,-0.254010,-0.000000,-125.268181,0.000000,-25.424593,0.403434,
-0.050354,0.000113,19019.640180,-13.949694,-0.209474,0.000000,-124.524323,0.000000,-26.309456,1.374879,
-0.133514,-0.001050,19030.659670,-13.909526,-0.200776,0.000000,-128.614853,0.000000,-16.867998,0.198921,
-0.198303,-0.000000,19041.679160,-13.640258,-0.265510,0.000000,-129.040787,0.000000,-21.866104,-1.256959,
-0.240845,-0.000001,19052.698651,-13.823573,-0.180267,0.000000,-137.484375,0.000000,-8.207441,0.239290,
-0.257507,0.000015,19063.718141,-14.014376,-0.212480,-0.000000,-129.202515,0.000000,-7.398563,-0.694961,
-0.243988,-0.000306,19074.737631,-13.865170,-0.217687,-0.000000,-120.118866,0.000000,-9.917367,-1.280789,
-0.200562,0.000000,19085.757121,-13.366853,-0.190431,0.000000,-128.601028,0.000000,-13.584322,1.301050,
-0.134460,-0.000000,19096.776612,-14.178961,-0.165993,0.000000,-126.916649,0.000000,-17.745676,1.544460,
-0.054626,-0.000023,19107.796102,-13.587828,-0.175275,0.000000,-120.263039,0.000000,-18.875196,-0.459397,
0.029510,0.001805,19118.815592,-14.020751,-0.247357,0.000000,-124.771919,0.000000,-1.035018,0.112663,
0.110321,-0.000000,19129.835082,-13.970702,-0.214659,0.000000,-127.330376,0.000000,5.222655,1.553309,
0.180206,0.000000,19140.854573,-13.600084,-0.216610,-0.000000,-143.040009,0.000000,-3.077369,-0.587554,
0.231873,-0.000014,19151.874063,-13.810433,-0.214656,-0.000000,-137.475403,0.000000,-8.531525,-1.121682,
0.255463,0.000621,19162.893553,-14.500455,-0.251459,0.000000,-126.112312,0.000000,-10.551211,-1.431137,
0.244232,-0.003943,19173.913043,-13.415278,-0.217566,0.000000,-149.569702,0.000000,-12.722466,-1.287635,
0.195038,0.000000,19184.932534,-14.211400,-0.230506,0.000000,-125.865959,0.000000,-19.352798,1.272383,
0.113892,-0.000002,19195.952024,-13.977262,-0.195517,0.000000,-123.431084,0.000000,-17.294546,-1.201813,
0.012421,0.000019,19206.971514,-14.046129,-0.181678,0.000000,-133.279816,0.000000,-17.462257,-1.426232,
-0.098053,0.000647,19217.991004,-13.471419,-0.207685,0.000000,-131.928085,0.000000,-23.743513,1.519804,
-0.206238,0.000000,19229.010495,-13.837520,-0.229574,0.000000,-129.709000,0.000000,-20.215500,-0.737648,
-0.298157,-0.000000,19240.029985,-13.705301,-0.165228,-0.000000,-125.537567,0.000000,-12.718138,-0.708632,
-0.360260,-0.000005,19251.049475,-14.204136,-0.208150,-0.000000,-122.945244,0.000000,-26.781088,1.000993,
-0.385162,-0.001931,19262.068966,-13.571955,-0.208226,-0.000000,-130.935562,0.000000,5.060107,-1.499847,
-0.371643,0.000000,19273.088456,-14.135592,-0.189456,-0.000000,-126.309067,0.000000,-16.173979,0.317296,
-0.324188,-0.000000,19284.107946,-13.889137,-0.159924,-0.000000,-118.885666,0.000000,-6.190657,1.209790,
